,Location,Period,Indicator,Dim1,First Tooltip
24092,Portugal,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,10.14 [9.86-10.42]
24093,Portugal,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,12.46 [12.18-12.74]
24094,Portugal,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,13.81 [13.47-14.16]
24095,Portugal,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,11.04 [10.75-11.33]
24096,Portugal,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,13.58 [13.3-13.88]
24097,Portugal,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,15.08 [14.72-15.45]
24098,Portugal,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,12.02 [11.72-12.32]
24099,Portugal,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,14.74 [14.43-15.08]
24100,Portugal,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,16.37 [15.99-16.77]
24101,Portugal,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,13.03 [12.71-13.37]
24102,Portugal,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,15.89 [15.57-16.22]
24103,Portugal,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,17.62 [17.23-18.03]
24104,Portugal,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,14.06 [13.72-14.41]
24105,Portugal,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,17.02 [16.66-17.41]
24106,Portugal,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,18.9 [18.45-19.35]
24107,Portugal,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,15.05 [14.68-15.44]
24108,Portugal,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,18.16 [17.79-18.54]
24109,Portugal,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,20.17 [19.71-20.64]
24110,Portugal,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,16.04 [15.67-16.44]
24111,Portugal,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,19.3 [18.91-19.71]
24112,Portugal,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,21.47 [20.99-21.98]
24113,Portugal,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,17.02 [16.61-17.44]
24114,Portugal,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,20.44 [20-20.89]
24115,Portugal,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,22.76 [22.23-23.31]
24116,Portugal,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,18 [17.56-18.45]
24117,Portugal,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,21.59 [21.17-22.04]
24118,Portugal,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,24.04 [23.52-24.59]
24119,Portugal,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,19.02 [18.59-19.47]
24120,Portugal,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,22.82 [22.34-23.32]
24121,Portugal,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,25.37 [24.78-25.98]
24122,Portugal,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,20.14 [19.66-20.63]
24123,Portugal,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,24.21 [23.71-24.71]
24124,Portugal,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,26.94 [26.34-27.55]
24125,Portugal,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,21.33 [20.84-21.84]
24126,Portugal,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.79 [25.27-26.34]
24127,Portugal,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,28.71 [28.07-29.37]
24128,Portugal,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,22.73 [22.2-23.28]
24129,Portugal,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,27.62 [27.02-28.22]
24130,Portugal,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,30.81 [30.1-31.52]
24131,Portugal,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.26 [23.68-24.86]
24132,Portugal,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,29.73 [29.12-30.34]
24133,Portugal,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,33.19 [32.46-33.91]
24134,Portugal,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,26.09 [25.5-26.71]
24135,Portugal,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,32.32 [31.63-33.03]
24136,Portugal,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,36.05 [35.21-36.88]
24137,Portugal,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,28.4 [27.72-29.11]
24138,Portugal,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,35.58 [34.85-36.33]
24139,Portugal,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,39.71 [38.84-40.59]
24140,Portugal,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,31.23 [30.52-31.97]
24141,Portugal,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,39.43 [38.62-40.3]
24142,Portugal,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,43.85 [42.9-44.85]
24143,Portugal,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,34.79 [34.01-35.62]
24144,Portugal,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,43.58 [42.65-44.58]
24145,Portugal,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,48.26 [47.16-49.4]
24146,Portugal,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,38.68 [37.78-39.6]
24147,Portugal,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,47.83 [46.84-48.82]
24148,Portugal,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,52.73 [51.6-53.91]
24149,Portugal,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,42.67 [41.69-43.62]
24150,Portugal,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,52.44 [51.25-53.62]
24151,Portugal,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,57.51 [56.15-58.87]
24152,Portugal,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,47.11 [45.95-48.26]
24153,Portugal,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,57.79 [56.6-59.02]
24154,Portugal,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,63.18 [61.8-64.59]
24155,Portugal,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,52.13 [50.96-53.33]
24156,Portugal,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,63.51 [62.21-64.91]
24157,Portugal,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,69.18 [67.66-70.79]
24158,Portugal,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,57.57 [56.3-58.92]
24159,Portugal,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,68.55 [67-70.23]
24160,Portugal,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,74.2 [72.46-76.09]
24161,Portugal,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,62.61 [61.09-64.23]
24162,Portugal,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.16 [70.63-73.77]
24163,Portugal,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,77.9 [76.19-79.72]
24164,Portugal,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,66.13 [64.65-67.69]
24165,Portugal,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,74.86 [73.28-76.5]
24166,Portugal,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,80.65 [78.87-82.5]
24167,Portugal,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,68.77 [67.25-70.38]
24168,Portugal,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,77.45 [75.8-79.12]
24169,Portugal,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,83.38 [81.53-85.21]
24170,Portugal,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,71.22 [69.6-72.86]
24171,Portugal,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,80.6 [78.83-82.39]
24172,Portugal,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,86.65 [84.69-88.67]
24173,Portugal,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,74.25 [72.52-75.99]
24174,Portugal,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,85.01 [83.07-86.97]
24175,Portugal,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,91.07 [88.94-93.25]
24176,Portugal,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,78.61 [76.74-80.52]
24177,Portugal,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,90.94 [89.03-92.86]
24178,Portugal,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,96.97 [94.83-99.08]
24179,Portugal,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,84.61 [82.76-86.49]
24180,Portugal,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,97.73 [95.62-99.89]
24181,Portugal,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,103.9 [101.6-106.3]
24182,Portugal,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,91.23 [89.19-93.33]
24183,Portugal,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,104.4 [102.2-106.7]
24184,Portugal,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,110.8 [108.4-113.4]
24185,Portugal,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,97.62 [95.44-99.81]
24186,Portugal,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,110.2 [107.8-112.7]
24187,Portugal,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,116.7 [114.1-119.4]
24188,Portugal,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,103.4 [101-105.7]
24189,Portugal,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,114.5 [112-117.2]
24190,Portugal,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,121.2 [118.4-124]
24191,Portugal,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,107.6 [105.1-110.1]
24192,Portugal,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,117.3 [115-119.7]
24193,Portugal,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,124 [121.5-126.7]
24194,Portugal,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,110.2 [107.9-112.6]
24195,Portugal,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,119.2 [116.6-121.8]
24196,Portugal,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,126.1 [123.3-129]
24197,Portugal,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,111.9 [109.4-114.4]
24198,Portugal,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,121.1 [118.4-123.6]
24199,Portugal,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,127.9 [125-130.7]
24200,Portugal,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,113.9 [111.3-116.5]
24201,Portugal,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,123.7 [120.9-126.5]
24202,Portugal,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,130.5 [127.4-133.5]
24203,Portugal,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,116.6 [113.9-119.4]
24204,Portugal,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,127.9 [125-130.8]
24205,Portugal,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,134.8 [131.6-137.9]
